#,LABEL analytical,local/regional cultural attribution (can vary a lot!),absolute period,Site,Easting - Longitude,Northing-Latitude,Type of site/context,Region,Country,Artefact type,O,Sb,Sn,Cd,Pd,Ag,Ru,Mo,Nb,Zr,Bi,Pb,Se,As,Au,W,Zn,Cu,Ni,Co,Fe,Mn,Cr,V,Ti,Al,S,Cl,P,Si,Mg,Analytical technique,Corrosion products,
345,SEALIP/TH/KSK/5,Early-Mid Iron Age,400 - 100 BC,Khao Sam Kaeo,99.184070,10.525470,settlement,Chumpon Province,Thailand,Br ingot,nd,nd,22.2000,nd,nd,0.1100,nd,nd,nd,nd,0.0300,0.0200,nd,nd,nd,nd,0.0500,77.2000,0.0100,nd,0.0200,nd,nd,nd,nd,nd,0.3200,nd,nd,nd,nd,London EPMA,Metal,
346,SEALIP/TH/KSK/6,Early-Mid Iron Age,400 - 100 BC,Khao Sam Kaeo,99.184070,10.525470,settlement,Chumpon Province,Thailand,Pb br drum,nd,0.0107,10.2436,nd,nd,0.0110,nd,nd,nd,nd,0.0509,10.3907,nd,nd,nd,nd,nd,79.1109,0.0345,nd,0.1166,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,Mannheim EDXRF,Metal,
347,SEALIP/TH/KSK/7,Early-Mid Iron Age,400 - 100 BC,Khao Sam Kaeo,99.184070,10.525470,settlement,Chumpon Province,Thailand,Pb br mirror,nd,0.3054,26.4169,nd,nd,0.1190,nd,nd,nd,nd,0.0197,4.2288,nd,nd,nd,nd,nd,68.5896,0.1249,0.0425,0.1381,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,Mannheim EDXRF,Metal,
348,SEALIP/TH/KSK/8,Early-Mid Iron Age,400 - 100 BC,Khao Sam Kaeo,99.184070,10.525470,settlement,Chumpon Province,Thailand,Br projectile point,nd,0.0869,11.7400,nd,nd,0.1121,nd,nd,nd,nd,nd,2.0987,0.0098,0.1424,0.0605,nd,nd,82.5859,0.1568,0.2202,2.6941,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,Mannheim EDXRF,Metal,
349,SEALIP/TH/KSK/9,Early-Mid Iron Age,400 - 100 BC,Khao Sam Kaeo,99.184070,10.525470,settlement,Chumpon Province,Thailand,Br bell/vessel frag,nd,1.7474,8.1250,nd,nd,0.1152,nd,nd,nd,nd,nd,7.3801,0.0141,0.4628,nd,nd,nd,81.8704,0.1956,0.0145,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,Mannheim EDXRF,Metal,
350,SEALIP/TH/KSK/10,Early-Mid Iron Age,400 - 100 BC,Khao Sam Kaeo,99.184070,10.525470,settlement,Chumpon Province,Thailand,Hi-Sn br bowl frag,nd,0.0214,30.4657,nd,nd,0.0116,nd,nd,nd,nd,0.0334,0.0479,0.0050,0.4788,0.0373,nd,nd,67.8165,0.0852,0.0726,0.8872,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,Mannheim EDXRF,Metal and corrosion,
351,SEALIP/TH/KSK/11,Early-Mid Iron Age,400 - 100 BC,Khao Sam Kaeo,99.184070,10.525470,settlement,Chumpon Province,Thailand,Hi-Sn br bowl frag,nd,0.0000,24.1837,nd,nd,0.0127,nd,nd,nd,nd,0.0111,0.0750,nd,0.3111,0.0275,nd,0.0061,74.6148,0.1993,0.0929,0.4134,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,Oxford EPMA,Metal,
352,SEALIP/TH/KSO/1,Late Iron Age,200 BC - AD 300,Khao Sai On - Khao Din,100.729883, 14.784515,cemetery/settlement/copper smelting,Lopburi Province,Thailand,wire,nd,nd,12.3773,nd,nd,nd,nd,nd,nd,nd,0.0340,nd,0.0180,0.1100,nd,nd,nd,81.9173,nd,nd,0.4967,nd,nd,nd,nd,nd,0.6850,nd,0.0490,4.3097,nd,pXRF,,
353,SEALIP/TH/KSO/2,Late Iron Age,200 BC - AD 300,Khao Sai On - Khao Din,100.729883, 14.784515,cemetery/settlement/copper smelting,Lopburi Province,Thailand,hook,nd,nd,18.9200,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,0.0360,nd,nd,nd,78.4043,0.0300,nd,0.1243,nd,nd,nd,nd,nd,0.3043,nd,nd,2.1687,nd,pXRF,,
354,SEALIP/TH/KSO/3,Late Iron Age,200 BC - AD 300,Khao Sai On - Khao Din,100.729883, 14.784515,cemetery/settlement/copper smelting,Lopburi Province,Thailand,bracelet,nd,nd,7.9187,nd,nd,nd,nd,0.0163,0.0110,nd,nd,nd,nd,0.0687,nd,0.4995,1.2190,86.0640,nd,nd,0.0507,nd,nd,nd,nd,nd,0.4757,nd,nd,3.8393,nd,pXRF,,
355,SEALIP/TH/KSO/4,Late Iron Age,200 BC - AD 300,Khao Sai On - Khao Din,100.729883, 14.784515,cemetery/settlement/copper smelting,Lopburi Province,Thailand,bracelet,nd,nd,10.2450,0.1057,nd,nd,nd,nd,nd,nd,0.0120,0.0597,0.0160,0.2280,nd,nd,0.1847,87.3207,0.0950,nd,0.2377,nd,nd,nd,nd,nd,0.3230,nd,nd,4.1310,nd,pXRF,,
356,SEALIP/TH/KSO/15,Late Iron Age,200 BC - AD 300,Khao Sai On ,100.729883, 14.784515,cemetery/settlement/copper smelting,Lopburi Province,Thailand,bangle?,nd,nd,6.8630,nd,nd,nd,nd,nd,nd,nd,nd,0.2323,nd,nd,nd,nd,nd,92.2667,0.1193,nd,0.1200,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,pXRF,,
357,SEALIP/TH/KW/1,Early-Mid Iron Age,400 - 100 BC,Wat Kiri Wongkaram,99.935802,9.456126,Ko Samui (stored Chaiya Museum),Chumpon Province,Thailand,Dongson drum,nd,0.0804,15.8458,nd,nd,0.0525,nd,nd,nd,nd,0.0370,8.5414,nd,1.1537,nd,nd,0.7293,73.2499,0.0413,0.0137,0.2496,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,Mannheim EDXRF,Corrosion,
358,SEALIP/TH/NBJ/1,Late Iron Age MP1,AD 200 - 400,Non Ban Jak,102.170275, 15.258581,cemetery,Nakhon Ratchasima Province,Thailand,bangle,nd,nd,28.2213,nd,nd,nd,nd,nd,nd,nd,nd,0.0657,nd,0.1663,nd,nd,nd,67.4873,nd,nd,0.3210,nd,nd,nd,nd,nd,nd,nd,0.1180,3.6167,nd,pXRF,corroded,
359,SEALIP/TH/NBJ/2,Late Iron Age MP1,AD 200 - 400,Non Ban Jak,102.170275, 15.258581,cemetery,Nakhon Ratchasima Province,Thailand,spiral bangle,nd,0.1573,35.4050,0.0460,nd,nd,nd,nd,nd,nd,0.0167,0.1810,nd,0.1607,0.0420,nd,nd,62.1823,nd,nd,1.0397,nd,nd,nd,nd,nd,nd,nd,0.0400,0.7380,nd,pXRF,Corroded,
360,SEALIP/TH/NBJ/3,Late Iron Age MP1,AD 200 - 400,Non Ban Jak,102.170275, 15.258581,cemetery,Nakhon Ratchasima Province,Thailand,thumb ring,nd,0.1090,27.2000,0.0413,nd,nd,nd,nd,nd,nd,nd,0.0487,nd,0.1410,nd,nd,nd,71.6847,0.0603,nd,0.0900,nd,nd,nd,0.1800,nd,0.0933,nd,nd,0.4343,nd,pXRF,,
361,SEALIP/TH/NBJ/4,Late Iron Age MP1,AD 200 - 400,Non Ban Jak,102.170275, 15.258581,cemetery,Nakhon Ratchasima Province,Thailand,bangle,nd,0.4163,37.9123,nd,nd,0.3433,nd,nd,nd,nd,nd,0.2213,nd,0.0877,0.0295,nd,nd,56.3937,nd,nd,3.6787,nd,nd,nd,nd,nd,nd,nd,0.0893,0.7373,nd,pXRF,Corroded,
362,SEALIP/TH/NBJ/5,Late Iron Age MP1,AD 200 - 400,Non Ban Jak,102.170275, 15.258581,cemetery,Nakhon Ratchasima Province,Thailand,bangle,nd,0.1700,17.4070,0.0227,nd,nd,nd,nd,nd,0.0110,nd,0.1197,nd,0.0600,nd,nd,nd,65.2860,nd,nd,10.0617,0.0330,nd,nd,nd,nd,nd,nd,0.3020,6.5213,nd,pXRF,Corroded,
363,SEALIP/TH/NBJ/6,Late Iron Age MP1,AD 200 - 400,Non Ban Jak,102.170275, 15.258581,cemetery,Nakhon Ratchasima Province,Thailand,bangle,nd,0.2957,28.6473,0.0170,nd,0.2917,nd,nd,nd,nd,nd,0.1610,nd,0.1010,nd,nd,nd,67.9923,nd,nd,1.8520,nd,nd,nd,0.1560,nd,nd,nd,0.0537,0.5030,nd,pXRF,Corroded,
364,SEALIP/TH/NBJ/7,Late Iron Age MP1,AD 200 - 400,Non Ban Jak,102.170275, 15.258581,cemetery,Nakhon Ratchasima Province,Thailand,flat ring,nd,nd,18.2730,nd,nd,nd,nd,nd,nd,nd,nd,0.1003,nd,0.1147,nd,nd,nd,73.1590,nd,nd,5.0503,nd,nd,nd,nd,nd,nd,nd,nd,3.2760,nd,pXRF,Corroded,
365,SEALIP/TH/NBJ/8,Late Iron Age MP1,AD 200 - 400,Non Ban Jak,102.170275, 15.258581,cemetery,Nakhon Ratchasima Province,Thailand,ring,nd,0.2510,23.9680,0.0160,nd,nd,nd,nd,nd,nd,nd,0.0787,nd,0.0933,nd,nd,nd,73.1020,0.0275,nd,0.5200,nd,nd,nd,nd,nd,nd,nd,0.0510,1.9273,nd,pXRF,Corroded,
366,SEALIP/TH/NBJ/9,Late Iron Age MP1,AD 200 - 400,Non Ban Jak,102.170275, 15.258581,cemetery,Nakhon Ratchasima Province,Thailand,ring,nd,0.3260,24.3050,0.0140,nd,0.3827,nd,nd,nd,nd,nd,0.0750,nd,0.1230,nd,nd,nd,72.8590,0.0340,nd,1.6870,nd,nd,nd,nd,nd,nd,nd,nd,0.2175,nd,pXRF,Corroded,
367,SEALIP/TH/NBJ/10,Late Iron Age MP1,AD 200 - 400,Non Ban Jak,102.170275, 15.258581,cemetery,Nakhon Ratchasima Province,Thailand,flat bangle,nd,0.1800,33.7143,0.0220,nd,0.2340,nd,nd,nd,nd,0.0323,2.3523,nd,0.1127,0.0317,nd,nd,62.6310,nd,nd,0.2700,nd,nd,nd,nd,nd,nd,nd,nd,0.4157,nd,pXRF,Corroded,
368,SEALIP/TH/NBJ/11,Late Iron Age MP1,AD 200 - 400,Non Ban Jak,102.170275, 15.258581,cemetery,Nakhon Ratchasima Province,Thailand,flat bangle,nd,0.0577,27.9760,0.0230,nd,nd,nd,nd,nd,nd,nd,0.3617,nd,0.0270,0.0220,nd,nd,69.2557,nd,nd,1.3147,nd,nd,nd,nd,nd,nd,nd,0.0520,0.8617,nd,pXRF,Corroded,
369,SEALIP/TH/NBJ/12,Late Iron Age MP2,AD 400 - 550,Non Ban Jak,102.170275, 15.258581,cemetery,Nakhon Ratchasima Province,Thailand,bangle ,nd,0.2403,14.7813,nd,nd,0.3303,nd,nd,nd,0.0077,0.2797,6.4200,nd,2.6913,nd,nd,nd,72.8813,0.0497,nd,0.7040,nd,nd,nd,0.1070,nd,nd,nd,nd,1.5323,nd,pXRF,Corroded,
370,SEALIP/TH/NBJ/13,Late Iron Age MP2,AD 400 - 550,Non Ban Jak,102.170275, 15.258581,cemetery,Nakhon Ratchasima Province,Thailand,bangle ,nd,0.1623,11.1133,0.0190,nd,0.2520,nd,nd,nd,0.0097,0.2180,7.5167,nd,2.0793,nd,nd,nd,68.3053,0.0533,nd,0.7140,nd,nd,nd,nd,nd,nd,nd,nd,9.3963,nd,pXRF,,
371,SEALIP/TH/NBJ/14,Late Iron Age MP2,AD 400 - 550,Non Ban Jak,102.170275, 15.258581,cemetery,Nakhon Ratchasima Province,Thailand,flat bangle,nd,nd,5.9730,nd,nd,nd,nd,0.0223,0.0197,0.0260,nd,0.0350,nd,0.1243,nd,nd,nd,64.2493,nd,nd,18.7100,nd,nd,nd,nd,nd,nd,nd,0.0690,10.7900,nd,pXRF,Corroded,
372,SEALIP/TH/NBJ/15,Late Iron Age MP2,AD 400 - 550,Non Ban Jak,102.170275, 15.258581,cemetery,Nakhon Ratchasima Province,Thailand,flat bangle,nd,0.1533,22.0197,nd,nd,nd,nd,nd,nd,nd,nd,0.0877,nd,0.1550,0.0200,nd,nd,70.5967,0.0653,nd,6.4910,nd,nd,nd,nd,nd,nd,nd,nd,0.4173,nd,pXRF,Corroded,
373,SEALIP/TH/NBJ/16,Late Iron Age MP2,AD 400 - 550,Non Ban Jak,102.170275, 15.258581,cemetery,Nakhon Ratchasima Province,Thailand,flat bangle,nd,nd,25.1337,nd,nd,0.2187,nd,nd,nd,nd,nd,0.0623,nd,0.2303,nd,nd,nd,66.9037,0.0803,nd,4.8593,nd,nd,nd,nd,nd,0.2103,nd,nd,2.2597,nd,pXRF,Corroded,
374,SEALIP/TH/NBJ/17,Late Iron Age MP2,AD 400 - 550,Non Ban Jak,102.170275, 15.258581,cemetery,Nakhon Ratchasima Province,Thailand,flat bangle,nd,nd,21.6850,nd,nd,nd,nd,nd,nd,nd,nd,0.0900,nd,0.1750,nd,nd,0.2283,61.6427,0.0737,nd,14.1120,nd,nd,nd,nd,nd,0.1563,nd,0.0523,1.7797,nd,pXRF,Corroded,
375,SEALIP/TH/NBJ/18,Late Iron Age MP2,AD 400 - 550,Non Ban Jak,102.170275, 15.258581,cemetery,Nakhon Ratchasima Province,Thailand,flat bangle,nd,nd,21.5830,nd,nd,nd,nd,nd,nd,nd,nd,0.0610,nd,0.2233,nd,nd,0.2017,65.6493,0.0757,nd,10.8057,nd,nd,nd,nd,nd,0.2140,nd,0.0523,1.1307,nd,pXRF,Corroded,
376,SEALIP/TH/NBJ/19,Late Iron Age MP2,AD 400 - 550,Non Ban Jak,102.170275, 15.258581,cemetery,Nakhon Ratchasima Province,Thailand,flat bangle,nd,nd,24.3727,nd,nd,nd,nd,0.0080,nd,nd,nd,0.0863,nd,0.1977,nd,nd,0.7553,62.1217,0.0483,nd,10.3640,nd,nd,nd,nd,nd,0.2303,nd,nd,1.7967,nd,pXRF,Corroded,
377,SEALIP/TH/NBJ/20,Late Iron Age MP2,AD 400 - 550,Non Ban Jak,102.170275, 15.258581,cemetery,Nakhon Ratchasima Province,Thailand,flat bangle,nd,nd,22.2817,nd,nd,nd,nd,nd,nd,nd,nd,0.1887,nd,0.2797,nd,nd,0.5977,66.4293,nd,nd,6.9270,nd,nd,nd,nd,nd,nd,nd,0.0460,3.1713,nd,pXRF,Corroded,
378,SEALIP/TH/NBJ/21,Late Iron Age MP2,AD 400 - 550,Non Ban Jak,102.170275, 15.258581,cemetery,Nakhon Ratchasima Province,Thailand,flat bangle,nd,nd,20.5237,nd,nd,nd,nd,0.0090,0.0080,0.0095,nd,0.1247,nd,0.2377,nd,0.2093,1.0890,64.3727,nd,nd,7.1417,nd,nd,nd,nd,nd,0.3043,nd,nd,5.9750,nd,pXRF,Corroded,
379,SEALIP/TH/NBJ/22,Late Iron Age MP2,AD 400 - 550,Non Ban Jak,102.170275, 15.258581,cemetery,Nakhon Ratchasima Province,Thailand,ring,nd,1.4973,42.2030,nd,nd,1.1500,nd,nd,nd,nd,0.0330,0.1933,nd,0.0613,0.0240,nd,nd,52.9977,nd,nd,1.1943,nd,nd,nd,nd,nd,nd,nd,0.0380,0.6283,nd,pXRF,Corroded,
380,SEALIP/TH/NBJ/23,Late Iron Age MP2,AD 400 - 550,Non Ban Jak,102.170275, 15.258581,cemetery,Nakhon Ratchasima Province,Thailand,ring,nd,0.9183,24.2370,nd,nd,nd,nd,nd,nd,nd,0.0190,0.1347,nd,0.0493,0.0270,nd,nd,73.3173,nd,nd,0.6313,nd,nd,nd,nd,nd,nd,nd,nd,0.6733,nd,pXRF,Corroded,
381,SEALIP/TH/NBJ/24,Late Iron Age MP2,AD 400 - 550,Non Ban Jak,102.170275, 15.258581,cemetery,Nakhon Ratchasima Province,Thailand,toe ring,nd,0.2590,18.0503,0.0323,nd,nd,nd,nd,nd,0.0110,0.0153,0.1447,nd,0.0803,nd,nd,nd,66.9237,0.0270,nd,0.6703,nd,nd,nd,nd,nd,nd,nd,0.0913,13.6773,nd,pXRF,Corroded,
382,SEALIP/TH/NBJ/25,Late Iron Age MP2,AD 400 - 550,Non Ban Jak,102.170275, 15.258581,cemetery,Nakhon Ratchasima Province,Thailand,toe ring,nd,0.4027,21.8927,nd,nd,0.3010,nd,nd,nd,nd,nd,0.0987,nd,0.0627,nd,nd,nd,75.8957,0.1053,nd,0.2463,nd,nd,nd,nd,nd,nd,nd,0.0400,0.9467,nd,pXRF,Corroded,
383,SEALIP/TH/NBJ/26,Late Iron Age MP2,AD 400 - 550,Non Ban Jak,102.170275, 15.258581,cemetery,Nakhon Ratchasima Province,Thailand,toe ring,nd,0.5093,33.1950,nd,nd,nd,nd,nd,nd,nd,nd,0.1053,nd,0.0990,nd,nd,nd,62.9183,0.0460,nd,0.9997,nd,nd,nd,nd,nd,nd,nd,0.0390,2.0793,nd,pXRF,,
384,SEALIP/TH/NBJ/28,Late Iron Age MP2,AD 400 - 550,Non Ban Jak,102.170275, 15.258581,cemetery,Nakhon Ratchasima Province,Thailand,large flat bangle,nd,nd,6.6810,nd,nd,nd,nd,nd,nd,nd,0.0477,0.4533,nd,0.0215,0.1867,nd,nd,54.0113,nd,nd,0.1693,0.0570,nd,nd,nd,nd,1.7187,nd,0.8270,1.0973,nd,pXRF,Corroded,
385,SEALIP/TH/NBJ/29,Late Iron Age MP2,AD 400 - 550,Non Ban Jak,102.170275, 15.258581,cemetery,Nakhon Ratchasima Province,Thailand,bimetallic ring,nd,0.0280,14.8627,nd,nd,nd,nd,nd,nd,nd,nd,0.0157,nd,0.1607,nd,nd,nd,50.7343,0.1350,nd,32.6120,0.0360,nd,nd,nd,nd,0.1833,nd,0.0910,1.1263,nd,pXRF,Corroded,
386,SEALIP/TH/NBJ/30,Late Iron Age MP2,AD 400 - 550,Non Ban Jak,102.170275, 15.258581,cemetery,Nakhon Ratchasima Province,Thailand,bimetallic ring,nd,0.1267,28.0763,0.0150,nd,nd,nd,0.0043,nd,nd,nd,0.0633,nd,0.2523,0.0310,nd,nd,51.4000,0.1910,nd,19.3283,nd,nd,nd,nd,nd,nd,nd,0.0683,0.3487,nd,pXRF,Corroded,
387,SEALIP/TH/NBJ/31,Late Iron Age MP2,AD 400 - 550,Non Ban Jak,102.170275, 15.258581,cemetery,Nakhon Ratchasima Province,Thailand,bimetallic ring,nd,0.0200,18.0083,nd,nd,nd,nd,0.0027,nd,nd,nd,0.0145,nd,0.1687,nd,nd,nd,60.5887,0.2223,nd,20.2427,nd,nd,nd,nd,nd,0.1907,nd,0.0960,0.4547,nd,pXRF,Corroded,
388,SEALIP/TH/NBJ/32,Late Iron Age MP2,AD 400 - 550,Non Ban Jak,102.170275, 15.258581,cemetery,Nakhon Ratchasima Province,Thailand,bimetallic ring,nd,0.0603,15.2893,nd,nd,nd,nd,nd,nd,nd,nd,0.0307,nd,0.1333,0.0230,nd,nd,49.6690,0.1597,nd,32.3560,0.2017,nd,nd,nd,nd,0.2143,nd,0.3243,1.5123,nd,pXRF,Corroded,
389,SEALIP/TH/NBJ/33,Late Iron Age MP2,AD 400 - 550,Non Ban Jak,102.170275, 15.258581,cemetery,Nakhon Ratchasima Province,Thailand,bimetallic ring,nd,0.0400,15.0633,nd,nd,nd,nd,nd,nd,nd,nd,0.0130,nd,0.1843,nd,0.0520,nd,37.1193,0.0347,nd,13.1177,nd,0.0105,0.0167,0.0300,nd,0.3280,nd,0.1117,1.5403,nd,pXRF,Corroded,
390,SEALIP/TH/NBJ/34,Late Iron Age MP2,AD 400 - 550,Non Ban Jak,102.170275, 15.258581,cemetery,Nakhon Ratchasima Province,Thailand,bimetallic ring,nd,0.0240,23.2987,nd,nd,nd,nd,0.0033,nd,nd,nd,0.0090,nd,0.2333,nd,0.0613,nd,38.1907,nd,nd,1.8120,nd,nd,0.0090,0.0323,nd,0.2197,nd,nd,0.2747,nd,pXRF,Corroded,
391,SEALIP/TH/NBJ/35,Late Iron Age MP2,AD 400 - 550,Non Ban Jak,102.170275, 15.258581,cemetery,Nakhon Ratchasima Province,Thailand,bimetallic ring,nd,0.0787,21.3753,nd,nd,nd,nd,nd,nd,nd,nd,0.0480,nd,0.2240,nd,0.0830,nd,44.9690,0.0363,nd,5.1830,nd,nd,0.0105,0.0360,nd,0.2030,nd,0.0550,0.4117,nd,pXRF,Corroded,
392,SEALIP/TH/NBJ/36,Late Iron Age MP2,AD 400 - 550,Non Ban Jak,102.170275, 15.258581,cemetery,Nakhon Ratchasima Province,Thailand,bimetallic ring,nd,0.0933,24.0563,nd,nd,nd,nd,nd,nd,nd,nd,0.0173,nd,0.4303,nd,0.0903,nd,40.0080,0.0467,nd,2.0193,nd,nd,0.0080,0.0463,nd,0.3017,nd,0.0550,0.5077,nd,pXRF,Corroded,
393,SEALIP/TH/NBJ/37,Late Iron Age MP2,AD 400 - 550,Non Ban Jak,102.170275, 15.258581,cemetery,Nakhon Ratchasima Province,Thailand,silver ring,7.7267,nd,3.1300,nd,nd,70.7333,nd,nd,nd,nd,nd,1.0533,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,0.8533,nd,15.0167,nd,0.7733,nd,SEM-EDS,,
394,SEALIP/TH/NBJ/38,Late Iron Age MP2,AD 400 - 550,Non Ban Jak,102.170275, 15.258581,cemetery,Nakhon Ratchasima Province,Thailand,bell,nd,nd,13.1303,nd,nd,nd,nd,nd,nd,0.0267,0.0890,24.2167,nd,nd,0.1133,nd,0.8777,53.2217,nd,nd,0.2767,nd,nd,nd,nd,1.8523,nd,nd,nd,6.2507,nd,pXRF,Corroded,
395,SEALIP/TH/NBJ/39,Late Iron Age MP2,AD 400 - 550,Non Ban Jak,102.170275, 15.258581,cemetery,Nakhon Ratchasima Province,Thailand,bell,nd,0.0127,0.7900,nd,0.0020,nd,nd,nd,nd,nd,0.0040,0.4600,nd,0.2137,nd,0.0387,0.1433,11.6853,nd,nd,0.1240,nd,nd,nd,0.0097,nd,0.9843,nd,0.0510,0.9410,1.1180,pXRF,Corroded,
396,SEALIP/TH/NBJ/40,Late Iron Age MP3,AD 550 - 600,Non Ban Jak,102.170275, 15.258581,cemetery,Nakhon Ratchasima Province,Thailand,toe ring,3.4667,nd,10.4100,nd,nd,nd,nd,nd,nd,nd,nd,18.4000,nd,0.5400,nd,nd,nd,65.9100,nd,nd,0.0267,nd,nd,nd,nd,nd,nd,1.3300,nd,0.0400,nd,SEM-EDS,,
397,SEALIP/TH/NBJ/41,Late Iron Age MP3,AD 550 - 600,Non Ban Jak,102.170275, 15.258581,cemetery,Nakhon Ratchasima Province,Thailand,toe ring,nd,nd,6.0443,nd,nd,nd,nd,0.0253,0.0180,0.0447,0.0635,13.6863,nd,nd,nd,0.2427,0.9810,69.5577,nd,nd,0.4920,nd,nd,nd,nd,1.3630,nd,nd,nd,7.8017,nd,pXRF,,
398,SEALIP/TH/NBJ/42,Late Iron Age MP3,AD 550 - 600,Non Ban Jak,102.170275, 15.258581,cemetery,Nakhon Ratchasima Province,Thailand,toe ring,nd,nd,6.6670,nd,nd,nd,nd,0.0245,0.0250,0.0310,nd,13.7367,nd,nd,nd,0.3900,1.5313,73.2003,nd,nd,0.1970,nd,nd,nd,nd,nd,nd,nd,nd,3.7010,nd,pXRF,,
399,SEALIP/TH/NBJ/43,Late Iron Age MP3,AD 550 - 600,Non Ban Jak,102.170275, 15.258581,cemetery,Nakhon Ratchasima Province,Thailand,anklet,nd,0.1883,37.6837,nd,nd,nd,nd,nd,nd,nd,0.0313,0.1443,nd,0.5117,0.0613,nd,nd,59.4517,0.0447,nd,1.2523,nd,nd,nd,nd,nd,0.2470,nd,nd,0.3797,nd,pXRF,Corroded,
400,SEALIP/TH/NBJ/44,Late Iron Age MP3,AD 550 - 600,Non Ban Jak,102.170275, 15.258581,cemetery,Nakhon Ratchasima Province,Thailand,anklet,nd,0.0880,20.8323,nd,nd,nd,nd,nd,nd,nd,0.0153,0.1440,nd,0.6630,0.1137,nd,nd,77.2047,nd,nd,0.2210,nd,nd,nd,nd,nd,nd,nd,0.0930,0.6227,nd,pXRF,Corroded,
401,SEALIP/TH/NBJ/45,Late Iron Age MP3,AD 550 - 600,Non Ban Jak,102.170275, 15.258581,cemetery,Nakhon Ratchasima Province,Thailand,anklet,nd,0.1360,29.8800,nd,nd,0.3323,nd,nd,nd,nd,0.0237,0.2407,nd,0.6000,0.1237,nd,nd,66.3443,0.0343,nd,0.2767,nd,nd,nd,nd,nd,nd,nd,0.0357,1.9713,nd,pXRF,Corroded,
402,SEALIP/TH/NBJ/46,Late Iron Age MP3,AD 550 - 600,Non Ban Jak,102.170275, 15.258581,cemetery,Nakhon Ratchasima Province,Thailand,bimetallic ring,nd,0.1860,33.7240,nd,nd,nd,nd,nd,nd,nd,nd,0.1957,nd,0.3817,nd,nd,nd,60.4480,0.2160,nd,4.8073,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,pXRF,Corroded,
403,SEALIP/TH/NBJ/47,Late Iron Age MP3,AD 550 - 600,Non Ban Jak,102.170275, 15.258581,cemetery,Nakhon Ratchasima Province,Thailand,ring,nd,nd,8.5770,nd,nd,nd,nd,0.0100,nd,0.0263,0.1007,8.6767,nd,0.7513,0.1300,nd,0.1877,70.8447,nd,nd,0.5710,nd,nd,nd,nd,nd,nd,nd,nd,9.8203,nd,pXRF,,
404,SEALIP/TH/NBJ/48,Late Iron Age MP3,AD 550 - 600,Non Ban Jak,102.170275, 15.258581,cemetery,Nakhon Ratchasima Province,Thailand,ring,10.6933,nd,12.6933,nd,nd,nd,nd,nd,nd,nd,nd,27.4967,nd,0.8033,nd,nd,nd,45.1933,nd,nd,nd,nd,nd,nd,nd,nd,nd,2.8867,nd,0.1233,nd,SEM-EDS,,
405,SEALIP/TH/NBJ/49,Late Iron Age MP3,AD 550 - 600,Non Ban Jak,102.170275, 15.258581,cemetery,Nakhon Ratchasima Province,Thailand,ring,nd,nd,8.8053,nd,nd,nd,nd,0.0207,0.0157,0.0523,0.1100,7.7410,nd,0.4590,0.0530,nd,nd,63.5843,nd,nd,1.3927,nd,nd,nd,nd,1.2070,nd,nd,nd,16.6700,nd,pXRF,,
406,SEALIP/TH/NBJ/50,Late Iron Age MP3,AD 550 - 600,Non Ban Jak,102.170275, 15.258581,cemetery,Nakhon Ratchasima Province,Thailand,bangle,nd,0.1187,2.1997,nd,nd,45.4227,nd,nd,nd,nd,0.0763,0.4343,nd,0.1783,0.2523,nd,nd,51.1137,0.1010,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,pXRF,,
407,SEALIP/TH/NBJ/51,Late Iron Age MP3,AD 550 - 600,Non Ban Jak,102.170275, 15.258581,cemetery,Nakhon Ratchasima Province,Thailand,bangle,nd,0.1857,14.8240,nd,nd,nd,nd,nd,nd,0.0060,0.0703,7.9143,nd,0.4180,nd,nd,nd,76.0403,0.0490,nd,0.1360,nd,nd,nd,0.1025,nd,nd,nd,nd,nd,nd,pXRF,,
408,SEALIP/TH/NBJ/53,Late Iron Age MP3,AD 550 - 600,Non Ban Jak,102.170275, 15.258581,cemetery,Nakhon Ratchasima Province,Thailand,toe ring,nd,nd,15.0187,nd,nd,nd,nd,0.0160,nd,0.0215,0.3447,6.0165,0.0790,2.3710,nd,3.8723,1.4520,64.3250,0.2560,nd,2.2213,nd,0.6200,0.3093,0.2693,1.4730,nd,nd,nd,15.0690,nd,pXRF,,
409,SEALIP/TH/NBJ/54,Late Iron Age MP3,AD 550 - 600,Non Ban Jak,102.170275, 15.258581,cemetery,Nakhon Ratchasima Province,Thailand,bangle,nd,0.2017,9.9393,nd,nd,nd,nd,nd,nd,0.0037,0.0660,8.9187,nd,0.2643,nd,nd,nd,80.3813,0.0677,nd,0.0480,nd,0.0073,nd,0.0960,nd,nd,nd,nd,nd,nd,pXRF,,
