id,LABEL analytical,local/regional cultural attribution (can vary a lot!),absolute period,Site,Easting - Longitude,Northing-Latitude,Type of site/context,Region,Country,Artefact type,O,Sb,Sn,Cd,Pd,Ag,Ru,Mo,Nb,Zr,Bi,Pb,Se,As,Au,W,Zn,Cu,Ni,Co,Fe,Mn,Cr,V,Ti,Al,S,Cl,P,Si,Mg,Analytical technique,Corrosion products,
196,SEALIP/PH/IDL/1,,1 st millenium AD,Idulot Cave, 119.29561,11.11554,,Palawan,Phillippines,bangle,0.0001,0.0001,0.0937,0.0001,0.0001,0.0001,0.0001,0.0001,0.0083,0.0001,0.0001,0.7277,0.0001,0.0001,0.0001,0.0001,24.5000,73.3717,0.0177,0.0001,0.2197,0.0001,0.0001,0.0187,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,pXRF,,
197,SEALIP/PH/IDL/2,,1 st millenium AD,Idulot Cave, 119.29561,11.11554,,Palawan,Phillippines,decorated flat fragment,0.0001,0.0001,16.8550,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,82.6467,0.0001,0.0001,0.0001,0.0001,0.0827,0.0001,0.0983,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,pXRF,,
198,SEALIP/PH/ILL/1,,1 st millenium BC - 1 st millenium AD,Ille Cave,119.3019,11.1146,,Palawan,Phillippines,socketed axe,0.0001,0.0001,12.7250,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,86.6103,0.0001,0.0001,0.0001,0.0001,0.0683,0.0130,0.1143,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,pXRF,,
199,SEALIP/PH/ILL/2,,1 st millenium BC - 1 st millenium AD,Ille Cave,119.3019,11.1146,,Palawan,Phillippines,ring,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0057,0.0063,0.0001,0.0001,11.2460,0.0001,0.0001,0.0001,5.4137,38.6440,43.2820,0.0620,0.0001,1.0113,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,pXRF,,
200,SEALIP/PH/ILL/3,,1 st millenium BC - 1 st millenium AD,Ille Cave,119.3019,11.1146,,Palawan,Phillippines,bell,0.0001,0.0001,21.3000,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,78.1423,0.0001,0.0001,0.0001,0.0001,0.0617,0.0227,0.1270,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,pXRF,,
201,SEALIP/PH/ILL/4,,1 st millenium BC - 1 st millenium AD,Ille Cave,119.3019,11.1146,,Palawan,Phillippines,L-section fragment,0.0001,0.0001,21.9560,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0827,0.0001,0.0001,0.0001,0.0001,0.0610,77.2470,0.0001,0.0001,0.0613,0.0001,0.1617,0.0001,0.1327,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,pXRF,,
202,SEALIP/PH/ILL/5,,1 st millenium BC - 1 st millenium AD,Ille Cave,119.3019,11.1146,,Palawan,Phillippines,ring,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0077,0.0001,0.0001,3.8460,0.0001,0.0001,0.0001,0.0001,28.5247,67.0093,0.0697,0.0001,0.2997,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,pXRF,,
203,SEALIP/PH/ILL/6,,1 st millenium BC - 1 st millenium AD,Ille Cave,119.3019,11.1146,,Palawan,Phillippines,socket fragment,0.0001,0.0001,7.7873,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0193,0.0001,0.0001,0.0001,0.0483,91.8463,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,pXRF,,
204,SEALIP/PH/MKM/1,,1 st millenium AD,Makanait Maliit,119.30062,11.11529,,Palawan,Phillippines,ring fragment,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0197,0.0347,0.0001,2.1440,0.0001,0.0001,0.0001,0.0001,29.5720,67.1610,0.0001,0.0001,0.7563,0.0001,0.0457,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,pXRF,,
205,SEALIP/PH/NMB/1,,1 st millenium AD,Nakangef Makit,119.2959,11.12881,,Palawan,Phillippines,ring,1.9475,0.0001,0.7000,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.7000,0.0001,0.0001,0.0001,0.0001,3.0000,93.5000,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,SEM-EDS,,
206,SEALIP/PH/PSB/1,,1 st millenium AD,Pasimbahan,119.2959 ,11.12881,,Palawan,Phillippines,bangle,0.0001,0.1433,2.8430,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,24.9010,0.0001,0.0001,0.0001,0.0001,2.3240,68.8560,0.0001,0.0001,0.3933,0.0001,0.0450,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,pXRF,,
207,SEALIP/PH/SVG/1,Early Metal Age,200 BC - AD 200,Savidug. Batanes,121.887924°,20.310948°,Jar burial,,Philippines,casting drip,0.0001,0.0000,5.4913,0.0001,0.0001,0.0123,0.0001,0.0001,0.0001,0.0001,0.0000,0.0000,0.0001,0.0066,0.0000,0.0001,0.0000,94.4148,0.0092,0.0061,0.0108,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,Oxford EPMA,Metal,
208,SEALIP/PNG/SASI/1,Early Metal Age,0 BC/AD,Sasi. Lou Island,147.310862°,-2.443609°,Raised beach deposit,,Papua New Guinea,br platey frag,0.0001,0.0382,12.8049,0.0001,0.0001,0.0243,0.0001,0.0001,0.0001,0.0001,0.0001,0.0931,0.0128,0.0472,0.0766,0.0001,0.0001,86.7069,0.0001,0.0001,0.0869,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,Mannheim EDXRF,Metal,
209,SEALIP/SL/TSS/1,Kingdom of Ruhuna,AD 100 - 200,Tissamaharama,81.291421°,6.279804°,,,Sri Lanka,copper-base vessel,0.0001,0.0002,3.4000,0.0001,0.0001,0.0037,0.0001,0.0001,0.0001,0.0001,0.0001,0.0008,0.0001,0.0081,0.0001,0.0001,0.0001,80.0000,0.0603,0.0041,0.2873,0.0001,0.0001,0.0026,0.0016,0.6570,0.0001,0.0001,0.0001,1.1800,0.0001,,,
210,SEALIP/SL/TSS/2,Kingdom of Ruhuna,AD 100 - 200,Tissamaharama,81.291421°,6.279804°,,,Sri Lanka,copper-base vessel,0.0001,0.0005,18.0000,0.0001,0.0001,0.0078,0.0001,0.0001,0.0001,0.0001,0.0001,0.0095,0.0001,0.0106,0.0001,0.0001,0.0001,79.0000,0.2838,0.0924,0.3449,0.0001,0.0001,0.0029,0.0021,0.0930,0.0001,0.0001,0.0001,1.1900,0.0001,,,
211,SEALIP/SL/TSS/3,Kingdom of Ruhuna,AD 0 - 200,Tissamaharama,81.291421°,6.279804°,,,Sri Lanka,copper-base vessel,0.0001,0.0001,2.6000,0.0001,0.0001,0.0051,0.0001,0.0001,0.0001,0.0001,0.0001,0.0045,0.0001,0.0022,0.0001,0.0001,0.0001,72.0000,0.0844,0.0158,0.1648,0.0001,0.0001,0.0006,0.0004,0.0172,0.0001,0.0001,0.0001,0.2900,0.0001,,,
212,SEALIP/SL/TSS/4,Kingdom of Ruhuna,AD 200 - 300,Tissamaharama,81.291421°,6.279804°,,,Sri Lanka,copper-base vessel,0.0001,0.0001,2.7000,0.0001,0.0001,0.0028,0.0001,0.0001,0.0001,0.0001,0.0001,0.0061,0.0001,0.0033,0.0001,0.0001,0.0001,62.0000,0.1212,0.0199,0.2819,0.0001,0.0001,0.0046,0.0008,0.4990,0.0001,0.0001,0.0001,1.4400,0.0001,,,
213,SEALIP/SL/TSS/5,Kingdom of Ruhuna,AD 0 - 100,Tissamaharama,81.291421°,6.279804°,,,Sri Lanka,copper-base vessel,0.0001,0.0002,2.9000,0.0001,0.0001,0.0840,0.0001,0.0001,0.0001,0.0001,0.0008,0.0080,0.0001,0.0032,0.0001,0.0001,0.0001,65.0000,0.0309,0.0081,0.0836,0.0001,0.0001,0.0021,0.0021,0.1203,0.0001,0.0001,0.0001,0.7590,0.0001,,,
214,SEALIP/TH/BC/1,Early Bronze Age,1100-900 BC,Ban Chiang,103.241775,17.404531,cemetery/settlement,Udon Thani Province,Thailand,copper-base socketed spearhead with bent tip,0.0001,0.0188,9.6650,0.0001,0.0001,0.0059,0.0001,0.0001,0.0001,0.0001,0.0001,0.0712,0.0001,0.0624,0.0001,0.0001,0.0001,89.9238,0.0280,0.0001,0.1420,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,Mannheim EDXRF,Metal,
215,SEALIP/TH/BC/2,Early Bronze Age,1100-800 BC,Ban Chiang,103.241775,17.404531,cemetery/settlement,Udon Thani Province,Thailand,copper-base O-section undecorated bracelet,0.0001,0.0191,11.1903,0.0001,0.0001,0.0696,0.0001,0.0001,0.0001,0.0001,0.0288,0.0236,0.0138,0.1067,0.0001,0.0001,0.0001,88.5318,0.0323,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,Mannheim EDXRF,Metal,
216,SEALIP/TH/BC/3,Early Bronze Age,1100-800 BC,Ban Chiang,103.241775,17.404531,cemetery/settlement,Udon Thani Province,Thailand,copper-base O-section undecorated bracelet,0.0001,0.0466,15.2496,0.0001,0.0001,0.1058,0.0001,0.0001,0.0001,0.0001,0.0480,0.0530,0.0209,0.1092,0.0001,0.0001,0.0001,84.3429,0.0159,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,Mannheim EDXRF,Metal and corrosion,
217,SEALIP/TH/BC/4,Later Bronze Age,800-500 BC,Ban Chiang,103.241775,17.404531,cemetery/settlement,Udon Thani Province,Thailand,copper-base O-section undecorated bracelet,0.0001,0.0135,11.8710,0.0001,0.0001,0.0072,0.0001,0.0001,0.0001,0.0001,0.0001,0.1163,0.0001,0.0412,0.0001,0.0001,0.0001,87.8937,0.0241,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,Mannheim EDXRF,Metal and corrosion,
218,SEALIP/TH/BC/5,Later Bronze Age,800-500 BC,Ban Chiang,103.241775,17.404531,cemetery/settlement,Udon Thani Province,Thailand,copper-base tanged arrow head,0.0001,0.0451,6.6165,0.0001,0.0001,0.1831,0.0001,0.0001,0.0001,0.0001,0.4065,0.0774,0.0133,1.7963,0.0001,0.0001,0.0001,91.2242,0.0363,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,Mannheim EDXRF,Metal and corrosion,
219,SEALIP/TH/BC/6,Later Bronze Age,800-500 BC,Ban Chiang,103.241775,17.404531,cemetery/settlement,Udon Thani Province,Thailand,copper-base deep D-section undecorated bracelet,0.0001,0.0259,15.3987,0.0001,0.0001,0.0310,0.0001,0.0001,0.0001,0.0001,0.0001,0.1868,0.0131,0.2115,0.0001,0.0001,0.0001,83.9947,0.0371,0.0001,0.0600,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,Mannheim EDXRF,Corrosion,
220,SEALIP/TH/BC/7,Early Iron Age,500-200 BC,Ban Chiang,103.241775,17.404531,cemetery/settlement,Udon Thani Province,Thailand,copper-base dual phase fragment,0.0001,0.0120,9.6773,0.0001,0.0001,0.0096,0.0001,0.0001,0.0001,0.0001,0.0181,3.5057,0.0001,0.0001,0.0001,0.0001,0.0001,86.6957,0.0200,0.0001,0.0797,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,Mannheim EDXRF,Metal,
221,SEALIP/TH/BC/8,Early Iron Age,500-200 BC,Ban Chiang,103.241775,17.404531,cemetery/settlement,Udon Thani Province,Thailand,copper-base dual phase fragment,0.0001,0.0037,4.3010,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,1.2877,0.0001,0.0001,0.0510,0.0001,0.0001,94.1257,0.0001,0.0001,0.1403,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,pXRF,,WAS LABELLED BC/7 IN PREVIOUS
222,SEALIP/TH/BC/9,Early Iron Age,500-200 BC,Ban Chiang,103.241775,17.404531,cemetery/settlement,Udon Thani Province,Thailand,copper-base T-section undecorated bracelet,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,Mannheim EDXRF,Metal,
223,SEALIP/TH/BC/10,Early Iron Age,500-200 BC,Ban Chiang,103.241775,17.404531,cemetery/settlement,Udon Thani Province,Thailand,copper-base O-section decorated (slashes) bracelet,0.0001,0.0584,8.4101,0.0001,0.0001,0.0335,0.0001,0.0001,0.0001,0.0001,0.0260,4.3502,0.0001,0.0001,0.0001,0.0001,0.0001,87.1297,0.0309,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,,,
224,SEALIP/TH/BC/11,Early Iron Age,500-200 BC,Ban Chiang,103.241775,17.404531,cemetery/settlement,Udon Thani Province,Thailand,copper-base crucible prill,0.0001,0.0001,16.8000,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.1600,0.0001,0.1385,0.0001,0.0001,0.0001,82.7071,0.0001,0.0001,0.0500,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,Mannheim EDXRF,Metal,
225,SEALIP/TH/BC/12,Early Iron Age,500-200 BC,Ban Chiang,103.241775,17.404531,cemetery/settlement,Udon Thani Province,Thailand,copper-base crucible prill,0.0001,0.0001,0.6800,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0858,0.0001,0.0001,0.0001,99.2042,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,Mannheim EDXRF,Metal,
226,SEALIP/TH/BC/13,Late Iron Age,200 BC - AD 300,Ban Chiang,103.241775,17.404531,cemetery/settlement,Udon Thani Province,Thailand,copper-base crucible prill,0.0001,0.0001,0.1900,0.0001,0.0001,0.0700,0.0001,0.0001,0.0001,0.0001,0.0001,1.3000,0.0001,0.1664,0.0001,0.0001,0.0001,98.1656,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,Mannheim EDXRF,Metal,
227,SEALIP/TH/BC/14,Late Iron Age,200 BC - AD 300,Ban Chiang,103.241775,17.404531,cemetery/settlement,Udon Thani Province,Thailand,copper-base crucible prill,0.0001,0.0001,1.4100,0.0001,0.0001,0.0500,0.0001,0.0001,0.0001,0.0001,0.0001,3.4000,0.0001,0.2180,0.0001,0.0001,0.0001,94.7831,0.0001,0.0001,0.0600,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,Mannheim EDXRF,Metal,
228,SEALIP/TH/BC/15,Late Iron Age,200 BC - AD 300,Ban Chiang,103.241775,17.404531,cemetery/settlement,Udon Thani Province,Thailand,copper-base wire,0.0001,0.2878,78.8214,0.0001,0.0001,0.1071,0.0001,0.0001,0.0001,0.0001,0.0762,0.2469,0.0001,0.5565,0.0001,0.0001,0.5727,17.3129,0.1018,0.0001,1.9922,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,Mannheim EDXRF,Corrosion,
229,SEALIP/TH/BC/16,Late Iron Age,200 BC - AD 300,Ban Chiang,103.241775,17.404531,cemetery/settlement,Udon Thani Province,Thailand,copper-base knob-shaped fragment. possibly bowl base,0.0001,0.0200,19.7550,0.0001,0.0001,0.1765,0.0001,0.0001,0.0001,0.0001,0.0336,4.0783,0.0001,0.0001,0.0001,0.0001,0.0001,75.9418,0.0198,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,Mannheim EDXRF,Metal,
230,SEALIP/TH/BC/17,Late Iron Age,200 BC - AD 300,Ban Chiang,103.241775,17.404531,cemetery/settlement,Udon Thani Province,Thailand,copper-base unknown flat fragment,0.0001,0.0083,1.5974,0.0001,0.0001,0.0026,0.0001,0.0001,0.0001,0.0001,0.0001,4.2579,0.0001,0.0001,0.0001,0.0001,0.0001,94.0403,0.0320,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,Mannheim EDXRF,Metal and corrosion,
231,SEALIP/TH/BC/18,Late Iron Age,200 BC - AD 300,Ban Chiang,103.241775,17.404531,cemetery/settlement,Udon Thani Province,Thailand,flat,0.0001,0.0593,8.5320,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0107,0.9723,0.0001,0.1227,0.0001,0.0001,0.0001,89.1267,0.0250,0.0001,0.0827,0.0001,0.0001,0.0001,0.0257,0.0001,0.0001,0.0001,0.0001,0.9967,0.0001,pXRF,,
232,SEALIP/TH/BC/19,Late Iron Age,200 BC - AD 300,Ban Chiang,103.241775,17.404531,cemetery/settlement,Udon Thani Province,Thailand,amorphous,0.0001,0.0001,3.6417,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.1667,0.0001,0.0347,0.0001,0.0001,0.0001,95.6567,0.0001,0.0001,0.0220,0.0001,0.0001,0.0001,0.0001,0.0001,0.1903,0.0001,0.0001,0.2620,0.0001,pXRF,,
233,SEALIP/TH/BC/20,Late Iron Age,200 BC - AD 300,Ban Chiang,103.241775,17.404531,cemetery/settlement,Udon Thani Province,Thailand,bangle,0.0001,0.0001,13.5330,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0157,0.0001,12.4447,0.0001,0.0001,0.0001,0.0001,0.0001,71.8527,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,1.7940,0.0001,pXRF,,
234,SEALIP/TH/BC/21,Late Iron Age,200 BC - AD 300,Ban Chiang,103.241775,17.404531,cemetery/settlement,Udon Thani Province,Thailand,wire/rod,0.0001,0.0001,26.1127,0.0001,0.0001,0.0001,0.0001,0.0327,0.0247,0.0190,0.0001,0.0123,0.0001,0.1273,0.0001,0.0001,0.0001,72.8870,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.1553,0.6107,0.0001,pXRF,,
235,SEALIP/TH/BC/22,Later Bronze Age,800-500 BC,Ban Chiang,103.241775,17.404531,cemetery/settlement,Udon Thani Province,Thailand,adze,0.0001,0.0001,12.5657,0.0001,0.0001,0.0001,0.0001,0.0740,0.0780,0.0550,0.0001,0.0173,0.0001,0.0830,0.0001,0.0001,0.0001,84.2277,0.0001,0.3437,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,2.4647,0.0001,pXRF,,
236,SEALIP/TH/BC/23,Later Bronze Age,800-500 BC,Ban Chiang,103.241775,17.404531,cemetery/settlement,Udon Thani Province,Thailand,bangle,0.0001,0.0001,7.8483,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0243,0.0387,0.0001,0.0980,0.0001,0.0001,0.0001,88.9553,0.0001,0.0001,0.0627,0.0001,0.0001,0.0001,0.1587,0.2760,0.2373,0.0001,0.0001,1.8770,0.0001,pXRF,,
237,SEALIP/TH/BC/24,Later Bronze Age,800-500 BC,Ban Chiang,103.241775,17.404531,cemetery/settlement,Udon Thani Province,Thailand,bangle,0.0001,0.0040,8.5547,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0337,0.0343,0.0001,0.0870,0.0001,0.0001,0.0001,91.2083,0.0001,0.0001,0.0177,0.0001,0.0001,0.0001,0.0183,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,pXRF,,
238,SEALIP/TH/BC/25,Late Iron Age,200 BC - AD 300,Ban Chiang,103.241775,17.404531,cemetery/settlement,Udon Thani Province,Thailand,bangle,0.0001,0.0430,24.4290,0.0480,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0330,0.0001,0.1307,0.0001,0.0001,0.0001,71.9033,0.0001,0.0001,0.0963,0.0001,0.0001,0.0001,0.0001,0.2383,0.0001,0.0001,0.7160,2.1240,0.0001,pXRF,,
239,SEALIP/TH/BC/26,Late Iron Age,200 BC - AD 300,Ban Chiang,103.241775,17.404531,cemetery/settlement,Udon Thani Province,Thailand,bangle,0.0001,0.1560,27.1350,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0400,0.0001,0.1270,0.0001,0.0001,0.0001,70.4997,0.0223,0.0001,0.1000,0.0001,0.0001,0.0001,0.0517,0.0001,0.5000,0.0001,0.0320,1.2323,0.0001,pXRF,,
240,SEALIP/TH/BC/27,Late Iron Age,200 BC - AD 300,Ban Chiang,103.241775,17.404531,cemetery/settlement,Udon Thani Province,Thailand,bangle,0.0001,0.0001,12.8043,0.0001,0.0001,0.0001,0.0001,0.0187,0.0203,0.0223,0.0001,15.8953,0.0001,0.0001,0.0001,0.0001,0.0001,70.0927,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.5010,0.0001,0.0001,0.0001,0.0000,0.0001,pXRF,,
241,SEALIP/TH/BC/28,Late Iron Age,200 BC - AD 300,Ban Chiang,103.241775,17.404531,cemetery/settlement,Udon Thani Province,Thailand,amorphous,0.0001,0.0001,0.3527,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0167,0.0147,0.0001,0.0001,0.0001,99.2007,0.0213,0.0001,0.0030,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.3673,0.0001,pXRF,,
242,SEALIP/TH/BC/29,Late Iron Age,200 BC - AD 300,Ban Chiang,103.241775,17.404531,cemetery/settlement,Udon Thani Province,Thailand,wire/rod,0.0001,0.0001,27.9613,0.0001,0.0001,0.0001,0.0001,0.0133,0.0183,0.0257,0.0001,0.1037,0.0001,0.1450,0.0001,0.0001,0.0001,70.7047,0.0001,0.0001,0.1877,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.1380,0.6957,0.0001,pXRF,,
243,SEALIP/TH/BC/30,Late Iron Age,200 BC - AD 300,Ban Chiang,103.241775,17.404531,cemetery/settlement,Udon Thani Province,Thailand,bangle,0.0001,0.1417,29.5077,0.0323,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0080,0.0527,0.0001,0.1617,0.0001,0.0001,0.0123,66.7917,0.0001,0.0001,0.0537,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,1.8207,1.4040,0.0001,pXRF,,
244,SEALIP/TH/BC/31,Late Iron Age,200 BC - AD 300,Ban Chiang,103.241775,17.404531,cemetery/settlement,Udon Thani Province,Thailand,bangle,0.0001,0.0001,14.9577,0.0267,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,1.3190,0.0001,0.0357,0.0001,0.0001,0.0001,74.5330,0.0001,0.0001,0.0703,0.0001,0.0001,0.0001,0.0001,1.7507,0.0001,0.0001,1.0343,6.2410,0.0001,pXRF,,
245,SEALIP/TH/BC/32,Late Iron Age,200 BC - AD 300,Ban Chiang,103.241775,17.404531,cemetery/settlement,Udon Thani Province,Thailand,bangle,0.0001,0.0001,1.1377,0.0001,0.0001,0.0001,0.0001,0.1410,0.1000,0.0001,0.0001,0.6010,0.0001,0.0767,0.0001,0.0001,0.0001,97.8697,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0000,0.0001,pXRF,,
246,SEALIP/TH/BC/33,Late Iron Age,200 BC - AD 300,Ban Chiang,103.241775,17.404531,cemetery/settlement,Udon Thani Province,Thailand,bangle,0.0001,0.1507,15.7823,0.0310,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.6050,0.0001,0.0001,0.0083,0.0001,0.0001,82.2690,0.0001,0.0001,0.0487,0.0001,0.0303,0.0001,0.2833,0.0001,0.0001,0.0001,0.0001,0.6983,0.0001,pXRF,,
247,SEALIP/TH/BC/34,Late Iron Age,200 BC - AD 300,Ban Chiang,103.241775,17.404531,cemetery/settlement,Udon Thani Province,Thailand,bangle,0.0001,0.0001,7.9477,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0043,0.0001,15.0540,0.0001,0.0001,0.0001,0.0001,0.0001,69.3093,0.0001,0.0001,0.0493,0.0001,0.0001,0.0001,0.0001,0.6743,0.0001,0.0001,0.3513,6.3990,0.0001,pXRF,,
248,SEALIP/TH/BC/35,Late Iron Age,200 BC - AD 300,Ban Chiang,103.241775,17.404531,cemetery/settlement,Udon Thani Province,Thailand,bangle,0.0001,0.0840,11.0703,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0073,0.0001,11.4707,0.0001,0.0001,0.0001,0.0001,0.0001,77.0670,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.2890,0.0001,pXRF,,
249,SEALIP/TH/BC/36,Iron Age,500 BC - AD 300,Ban Chiang,103.241775,17.404531,cemetery/settlement,Udon Thani Province,Thailand,bangle,0.0001,0.0001,13.3787,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0073,0.0150,5.2290,0.0001,0.0001,0.0001,0.0001,0.0001,81.2780,0.0001,0.0001,0.0397,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,pXRF,,
250,SEALIP/TH/BC/37,Iron Age,500 BC - AD 300,Ban Chiang,103.241775,17.404531,cemetery/settlement,Udon Thani Province,Thailand,amorphous,0.0001,0.4827,10.7650,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0083,0.0160,2.7330,0.0001,0.4483,0.0001,0.0001,0.0001,78.8237,0.0001,0.0001,0.0560,0.0001,0.0001,0.0001,0.1220,0.8333,0.0001,0.0001,0.1457,5.5473,0.0001,pXRF,,
251,SEALIP/TH/BC/38,Iron Age,500 BC - AD 300,Ban Chiang,103.241775,17.404531,cemetery/settlement,Udon Thani Province,Thailand,bangle,0.0001,0.1573,10.1600,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0053,0.0273,8.9167,0.0001,0.0001,0.0001,0.0001,0.0001,79.9337,0.1340,0.0207,0.0200,0.0001,0.0130,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.5713,0.0001,pXRF,,
