,LABEL analytical,absolute period,Large period,Site,Site abrevation,Easting - Longitude,Northing-Latitude,Type of site/context,Region,River basin ,River basin coordinates-E,River basin coordinates-N,Country,Artefact type,O,Sb,Sn,Cd,Pd,Ag,Ru,Mo,Nb,Zr,Bi,Pb,Se,As,Au,W,Zn,Cu,Ni,Co,Fe,Mn,Cr,V,Ti,Al,S,Cl,P,Si,Mg,Analytical technique,Corrosion products,
226,SEALIP/TH/BC/9,500-200 BC,Iron Age,Ban Chiang,BC,103.241775,17.404531,cemetery/settlement,Udon Thani Province,Chi/Mun river basin,103.0502,16.2018,Thailand,Bangle,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,Mannheim EDXRF,Low,
227,SEALIP/TH/BC/10,500-200 BC,Iron Age,Ban Chiang,BC,103.241775,17.404531,cemetery/settlement,Udon Thani Province,Chi/Mun river basin,103.0502,16.2018,Thailand,Bangle,nd,0.0584,8.4101,nd,nd,0.0335,nd,nd,nd,nd,0.0260,4.3502,nd,nd,nd,nd,nd,87.1297,0.0309,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,,Low,
228,SEALIP/TH/BC/11,500-200 BC,Iron Age,Ban Chiang,BC,103.241775,17.404531,cemetery/settlement,Udon Thani Province,Chi/Mun river basin,103.0502,16.2018,Thailand,Crucible prill,nd,nd,16.8000,nd,nd,nd,nd,nd,nd,nd,nd,0.1600,nd,0.1385,nd,nd,nd,82.7071,nd,nd,0.0500,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,Mannheim EDXRF,Low,
229,SEALIP/TH/BC/12,500-200 BC,Iron Age,Ban Chiang,BC,103.241775,17.404531,cemetery/settlement,Udon Thani Province,Chi/Mun river basin,103.0502,16.2018,Thailand,Crucible prill,nd,nd,0.6800,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,0.0858,nd,nd,nd,99.2042,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,Mannheim EDXRF,Low,
230,SEALIP/TH/BC/13,200 BC - AD 300,Iron Age,Ban Chiang,BC,103.241775,17.404531,cemetery/settlement,Udon Thani Province,Chi/Mun river basin,103.0502,16.2018,Thailand,Crucible prill,nd,nd,0.1900,nd,nd,0.0700,nd,nd,nd,nd,nd,1.3000,nd,0.1664,nd,nd,nd,98.1656,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,Mannheim EDXRF,Low,
231,SEALIP/TH/BC/14,200 BC - AD 300,Iron Age,Ban Chiang,BC,103.241775,17.404531,cemetery/settlement,Udon Thani Province,Chi/Mun river basin,103.0502,16.2018,Thailand,Crucible prill,nd,nd,1.4100,nd,nd,0.0500,nd,nd,nd,nd,nd,3.4000,nd,0.2180,nd,nd,nd,94.7831,nd,nd,0.0600,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,Mannheim EDXRF,High,
232,SEALIP/TH/BC/15,200 BC - AD 300,Iron Age,Ban Chiang,BC,103.241775,17.404531,cemetery/settlement,Udon Thani Province,Chi/Mun river basin,103.0502,16.2018,Thailand,Wire,nd,0.2878,78.8214,nd,nd,0.1071,nd,nd,nd,nd,0.0762,0.2469,nd,0.5565,nd,nd,0.5727,17.3129,0.1018,nd,1.9922,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,Mannheim EDXRF,Low,
233,SEALIP/TH/BC/16,200 BC - AD 300,Iron Age,Ban Chiang,BC,103.241775,17.404531,cemetery/settlement,Udon Thani Province,Chi/Mun river basin,103.0502,16.2018,Thailand,Bowl,nd,0.0200,19.7550,nd,nd,0.1765,nd,nd,nd,nd,0.0336,4.0783,nd,nd,nd,nd,nd,75.9418,0.0198,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,Mannheim EDXRF,Medium,
234,SEALIP/TH/BC/17,200 BC - AD 300,Iron Age,Ban Chiang,BC,103.241775,17.404531,cemetery/settlement,Udon Thani Province,Chi/Mun river basin,103.0502,16.2018,Thailand,Fragment,nd,0.0083,1.5974,nd,nd,0.0026,nd,nd,nd,nd,nd,4.2579,nd,nd,nd,nd,nd,94.0403,0.0320,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,Mannheim EDXRF,Medium,
235,SEALIP/TH/BC/18,200 BC - AD 300,Iron Age,Ban Chiang,BC,103.241775,17.404531,cemetery/settlement,Udon Thani Province,Chi/Mun river basin,103.0502,16.2018,Thailand,Fragment,nd,0.0593,8.5320,nd,nd,nd,nd,nd,nd,nd,0.0107,0.9723,nd,0.1227,nd,nd,nd,89.1267,0.0250,nd,0.0827,nd,nd,nd,0.0257,nd,nd,nd,nd,0.9967,nd,pXRF,Medium,
236,SEALIP/TH/BC/19,200 BC - AD 300,Iron Age,Ban Chiang,BC,103.241775,17.404531,cemetery/settlement,Udon Thani Province,Chi/Mun river basin,103.0502,16.2018,Thailand,Fragment,nd,nd,3.6417,nd,nd,nd,nd,nd,nd,nd,nd,0.1667,nd,0.0347,nd,nd,nd,95.6567,nd,nd,0.0220,nd,nd,nd,nd,nd,0.1903,nd,nd,0.2620,nd,pXRF,Low,
237,SEALIP/TH/BC/20,200 BC - AD 300,Iron Age,Ban Chiang,BC,103.241775,17.404531,cemetery/settlement,Udon Thani Province,Chi/Mun river basin,103.0502,16.2018,Thailand,Bangle,nd,nd,13.5330,nd,nd,nd,nd,nd,nd,0.0157,nd,12.4447,nd,nd,nd,nd,nd,71.8527,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,1.7940,nd,pXRF,High,
238,SEALIP/TH/BC/21,200 BC - AD 300,Iron Age,Ban Chiang,BC,103.241775,17.404531,cemetery/settlement,Udon Thani Province,Chi/Mun river basin,103.0502,16.2018,Thailand,Wire,nd,nd,26.1127,nd,nd,nd,nd,0.0327,0.0247,0.0190,nd,0.0123,nd,0.1273,nd,nd,nd,72.8870,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,0.1553,0.6107,nd,pXRF,Low,
239,SEALIP/TH/BC/22,800-500 BC,Bronze Age,Ban Chiang,BC,103.241775,17.404531,cemetery/settlement,Udon Thani Province,Chi/Mun river basin,103.0502,16.2018,Thailand,Adze,nd,nd,12.5657,nd,nd,nd,nd,0.0740,0.0780,0.0550,nd,0.0173,nd,0.0830,nd,nd,nd,84.2277,nd,0.3437,nd,nd,nd,nd,nd,nd,nd,nd,nd,2.4647,nd,pXRF,High,
240,SEALIP/TH/BC/23,800-500 BC,Bronze Age,Ban Chiang,BC,103.241775,17.404531,cemetery/settlement,Udon Thani Province,Chi/Mun river basin,103.0502,16.2018,Thailand,Bangle,nd,nd,7.8483,nd,nd,nd,nd,nd,nd,nd,0.0243,0.0387,nd,0.0980,nd,nd,nd,88.9553,nd,nd,0.0627,nd,nd,nd,0.1587,0.2760,0.2373,nd,nd,1.8770,nd,pXRF,Medium,
241,SEALIP/TH/BC/24,800-500 BC,Bronze Age,Ban Chiang,BC,103.241775,17.404531,cemetery/settlement,Udon Thani Province,Chi/Mun river basin,103.0502,16.2018,Thailand,Bangle,nd,0.0040,8.5547,nd,nd,nd,nd,nd,nd,nd,0.0337,0.0343,nd,0.0870,nd,nd,nd,91.2083,nd,nd,0.0177,nd,nd,nd,0.0183,nd,nd,nd,nd,nd,nd,pXRF,Medium,
242,SEALIP/TH/BC/25,200 BC - AD 300,Iron Age,Ban Chiang,BC,103.241775,17.404531,cemetery/settlement,Udon Thani Province,Chi/Mun river basin,103.0502,16.2018,Thailand,Bangle,nd,0.0430,24.4290,0.0480,nd,nd,nd,nd,nd,nd,nd,0.0330,nd,0.1307,nd,nd,nd,71.9033,nd,nd,0.0963,nd,nd,nd,nd,0.2383,nd,nd,0.7160,2.1240,nd,pXRF,High,
243,SEALIP/TH/BC/26,200 BC - AD 300,Iron Age,Ban Chiang,BC,103.241775,17.404531,cemetery/settlement,Udon Thani Province,Chi/Mun river basin,103.0502,16.2018,Thailand,Bangle,nd,0.1560,27.1350,nd,nd,nd,nd,nd,nd,nd,nd,0.0400,nd,0.1270,nd,nd,nd,70.4997,0.0223,nd,0.1000,nd,nd,nd,0.0517,nd,0.5000,nd,0.0320,1.2323,nd,pXRF,High,
244,SEALIP/TH/BC/27,200 BC - AD 300,Iron Age,Ban Chiang,BC,103.241775,17.404531,cemetery/settlement,Udon Thani Province,Chi/Mun river basin,103.0502,16.2018,Thailand,Bangle,nd,nd,12.8043,nd,nd,nd,nd,0.0187,0.0203,0.0223,nd,15.8953,nd,nd,nd,nd,nd,70.0927,nd,nd,nd,nd,nd,nd,nd,0.5010,nd,nd,nd,0.0000,nd,pXRF,Medium,
245,SEALIP/TH/BC/28,200 BC - AD 300,Iron Age,Ban Chiang,BC,103.241775,17.404531,cemetery/settlement,Udon Thani Province,Chi/Mun river basin,103.0502,16.2018,Thailand,Fragment,nd,nd,0.3527,nd,nd,nd,nd,nd,nd,nd,nd,nd,0.0167,0.0147,nd,nd,nd,99.2007,0.0213,nd,0.0030,nd,nd,nd,nd,nd,nd,nd,nd,0.3673,nd,pXRF,Medium,
246,SEALIP/TH/BC/29,200 BC - AD 300,Iron Age,Ban Chiang,BC,103.241775,17.404531,cemetery/settlement,Udon Thani Province,Chi/Mun river basin,103.0502,16.2018,Thailand,Wire,nd,nd,27.9613,nd,nd,nd,nd,0.0133,0.0183,0.0257,nd,0.1037,nd,0.1450,nd,nd,nd,70.7047,nd,nd,0.1877,nd,nd,nd,nd,nd,nd,nd,0.1380,0.6957,nd,pXRF,Low,
247,SEALIP/TH/BC/30,200 BC - AD 300,Iron Age,Ban Chiang,BC,103.241775,17.404531,cemetery/settlement,Udon Thani Province,Chi/Mun river basin,103.0502,16.2018,Thailand,Bangle,nd,0.1417,29.5077,0.0323,nd,nd,nd,nd,nd,nd,0.0080,0.0527,nd,0.1617,nd,nd,0.0123,66.7917,nd,nd,0.0537,nd,nd,nd,nd,nd,nd,nd,1.8207,1.4040,nd,pXRF,High,
248,SEALIP/TH/BC/31,200 BC - AD 300,Iron Age,Ban Chiang,BC,103.241775,17.404531,cemetery/settlement,Udon Thani Province,Chi/Mun river basin,103.0502,16.2018,Thailand,Bangle,nd,nd,14.9577,0.0267,nd,nd,nd,nd,nd,nd,nd,1.3190,nd,0.0357,nd,nd,nd,74.5330,nd,nd,0.0703,nd,nd,nd,nd,1.7507,nd,nd,1.0343,6.2410,nd,pXRF,High,
249,SEALIP/TH/BC/32,200 BC - AD 300,Iron Age,Ban Chiang,BC,103.241775,17.404531,cemetery/settlement,Udon Thani Province,Chi/Mun river basin,103.0502,16.2018,Thailand,Bangle,nd,nd,1.1377,nd,nd,nd,nd,0.1410,0.1000,nd,nd,0.6010,nd,0.0767,nd,nd,nd,97.8697,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,0.0000,nd,pXRF,High,
250,SEALIP/TH/BC/33,200 BC - AD 300,Iron Age,Ban Chiang,BC,103.241775,17.404531,cemetery/settlement,Udon Thani Province,Chi/Mun river basin,103.0502,16.2018,Thailand,Bangle,nd,0.1507,15.7823,0.0310,nd,nd,nd,nd,nd,nd,nd,0.6050,nd,nd,0.0083,nd,nd,82.2690,nd,nd,0.0487,nd,0.0303,nd,0.2833,nd,nd,nd,nd,0.6983,nd,pXRF,Low,
251,SEALIP/TH/BC/34,200 BC - AD 300,Iron Age,Ban Chiang,BC,103.241775,17.404531,cemetery/settlement,Udon Thani Province,Chi/Mun river basin,103.0502,16.2018,Thailand,Bangle,nd,nd,7.9477,nd,nd,nd,nd,nd,nd,0.0043,nd,15.0540,nd,nd,nd,nd,nd,69.3093,nd,nd,0.0493,nd,nd,nd,nd,0.6743,nd,nd,0.3513,6.3990,nd,pXRF,High,
252,SEALIP/TH/BC/35,200 BC - AD 300,Iron Age,Ban Chiang,BC,103.241775,17.404531,cemetery/settlement,Udon Thani Province,Chi/Mun river basin,103.0502,16.2018,Thailand,Bangle,nd,0.0840,11.0703,nd,nd,nd,nd,nd,nd,0.0073,nd,11.4707,nd,nd,nd,nd,nd,77.0670,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,0.2890,nd,pXRF,Low,
253,SEALIP/TH/BC/36,500 BC - AD 300,Iron Age,Ban Chiang,BC,103.241775,17.404531,cemetery/settlement,Udon Thani Province,Chi/Mun river basin,103.0502,16.2018,Thailand,Bangle,nd,nd,13.3787,nd,nd,nd,nd,nd,nd,0.0073,0.0150,5.2290,nd,nd,nd,nd,nd,81.2780,nd,nd,0.0397,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,pXRF,Medium,
254,SEALIP/TH/BC/37,500 BC - AD 300,Iron Age,Ban Chiang,BC,103.241775,17.404531,cemetery/settlement,Udon Thani Province,Chi/Mun river basin,103.0502,16.2018,Thailand,Fragment,nd,0.4827,10.7650,nd,nd,nd,nd,nd,nd,0.0083,0.0160,2.7330,nd,0.4483,nd,nd,nd,78.8237,nd,nd,0.0560,nd,nd,nd,0.1220,0.8333,nd,nd,0.1457,5.5473,nd,pXRF,High,
255,SEALIP/TH/BC/38,500 BC - AD 300,Iron Age,Ban Chiang,BC,103.241775,17.404531,cemetery/settlement,Udon Thani Province,Chi/Mun river basin,103.0502,16.2018,Thailand,Bangle,nd,0.1573,10.1600,nd,nd,nd,nd,nd,nd,0.0053,0.0273,8.9167,nd,nd,nd,nd,nd,79.9337,0.1340,0.0207,0.0200,nd,0.0130,nd,nd,nd,nd,nd,nd,0.5713,nd,pXRF,Low,
256,SEALIP/TH/BC/39,500 BC - AD 300,Iron Age,Ban Chiang,BC,103.241775,17.404531,cemetery/settlement,Udon Thani Province,Chi/Mun river basin,103.0502,16.2018,Thailand,Fragment,nd,1.7257,15.3190,nd,nd,nd,nd,nd,nd,0.0010,0.0427,3.0923,nd,0.2127,nd,nd,nd,77.5377,nd,nd,0.1610,nd,nd,nd,0.1550,nd,nd,nd,nd,1.4843,nd,pXRF,Medium,
257,SEALIP/TH/BC/40,500 BC - AD 300,Iron Age,Ban Chiang,BC,103.241775,17.404531,cemetery/settlement,Udon Thani Province,Chi/Mun river basin,103.0502,16.2018,Thailand,Bangle,nd,0.0387,4.4193,nd,nd,nd,nd,nd,nd,0.0180,nd,23.7770,nd,nd,nd,nd,nd,57.6327,nd,nd,0.0113,nd,nd,nd,0.3440,5.7293,nd,nd,nd,7.9453,nd,pXRF,Medium,
258,SEALIP/TH/BC/41,500 BC - AD 300,Iron Age,Ban Chiang,BC,103.241775,17.404531,cemetery/settlement,Udon Thani Province,Chi/Mun river basin,103.0502,16.2018,Thailand,Wire,nd,1.6010,7.9833,nd,nd,0.2893,nd,nd,nd,0.0110,0.0180,2.3817,nd,0.3420,nd,nd,nd,70.7250,nd,nd,0.0863,nd,nd,nd,nd,nd,nd,nd,0.5460,15.5913,nd,pXRF,High,
259,SEALIP/TH/BC/42,500 BC - AD 300,Iron Age,Ban Chiang,BC,103.241775,17.404531,cemetery/settlement,Udon Thani Province,Chi/Mun river basin,103.0502,16.2018,Thailand,Bangle,nd,0.2887,8.8963,nd,nd,nd,nd,nd,nd,nd,0.0183,1.1140,nd,nd,0.0067,nd,nd,89.4817,nd,nd,nd,nd,nd,nd,0.0243,nd,nd,nd,nd,0.0833,nd,pXRF,High,
260,SEALIP/TH/BC/43,500 BC - AD 300,Iron Age,Ban Chiang,BC,103.241775,17.404531,cemetery/settlement,Udon Thani Province,Chi/Mun river basin,103.0502,16.2018,Thailand,Bangle,nd,0.0447,11.2490,nd,nd,nd,nd,nd,nd,0.0063,nd,10.3147,nd,nd,nd,nd,nd,78.2013,nd,nd,0.0350,nd,0.0110,nd,0.1217,nd,nd,nd,nd,nd,nd,pXRF,Low,
261,SEALIP/TH/BC/44,500-200 BC,Iron Age,Ban Chiang,BC,103.241775,17.404531,cemetery/settlement,Udon Thani Province,Chi/Mun river basin,103.0502,16.2018,Thailand,Fragment,nd,0.1980,14.9353,nd,nd,nd,nd,nd,nd,0.0027,nd,0.8997,nd,0.5290,0.0233,nd,nd,74.0967,nd,nd,0.0783,nd,nd,nd,nd,nd,nd,nd,0.3933,8.7093,nd,pXRF,High,
262,SEALIP/TH/BC/45,500 BC - AD 300,Iron Age,Ban Chiang,BC,103.241775,17.404531,cemetery/settlement,Udon Thani Province,Chi/Mun river basin,103.0502,16.2018,Thailand,Fragment,nd,0.2790,15.9023,0.0130,nd,nd,nd,nd,nd,nd,nd,1.2377,nd,0.1777,0.0070,nd,nd,79.4020,nd,nd,0.0160,nd,nd,nd,0.0453,nd,nd,nd,0.4657,2.2247,nd,pXRF,High,
263,SEALIP/TH/BC/46,500 BC - AD 300,Iron Age,Ban Chiang,BC,103.241775,17.404531,cemetery/settlement,Udon Thani Province,Chi/Mun river basin,103.0502,16.2018,Thailand,Bangle,nd,nd,12.5847,nd,nd,nd,nd,nd,nd,0.0070,0.0183,0.1470,nd,0.1177,nd,nd,nd,75.2170,nd,nd,0.5317,nd,nd,nd,0.1447,3.5827,nd,nd,0.1140,7.5140,nd,pXRF,Medium,
264,SEALIP/TH/BC/47,500-200 BC,Iron Age,Ban Chiang,BC,103.241775,17.404531,cemetery/settlement,Udon Thani Province,Chi/Mun river basin,103.0502,16.2018,Thailand,Fragment,nd,0.0743,9.5577,nd,nd,nd,nd,nd,nd,0.0077,nd,12.2087,nd,nd,nd,nd,nd,75.7957,0.0140,nd,nd,nd,nd,nd,0.0697,nd,nd,nd,nd,2.2180,nd,pXRF,Low,
265,SEALIP/TH/BC/48,500-200 BC,Iron Age,Ban Chiang,BC,103.241775,17.404531,cemetery/settlement,Udon Thani Province,Chi/Mun river basin,103.0502,16.2018,Thailand,Bangle,nd,0.1227,6.7930,0.0407,nd,nd,nd,nd,nd,0.0257,nd,7.8830,nd,nd,nd,nd,nd,67.4057,0.0073,nd,0.2457,nd,0.0320,0.0807,0.6200,6.2193,nd,nd,0.0210,10.4550,nd,pXRF,High,
266,SEALIP/TH/BC/49,500 BC - AD 300,Iron Age,Ban Chiang,BC,103.241775,17.404531,cemetery/settlement,Udon Thani Province,Chi/Mun river basin,103.0502,16.2018,Thailand,Fragment,nd,0.1090,21.5617,nd,nd,nd,nd,nd,nd,nd,0.0053,1.0190,nd,0.0450,nd,nd,nd,76.6603,nd,nd,0.0210,nd,nd,nd,0.0443,nd,nd,nd,nd,0.4603,nd,pXRF,High,
267,SEALIP/TH/BC/50,500 BC - AD 300,Iron Age,Ban Chiang,BC,103.241775,17.404531,cemetery/settlement,Udon Thani Province,Chi/Mun river basin,103.0502,16.2018,Thailand,Fragment,nd,0.1940,11.3837,nd,nd,nd,nd,nd,nd,nd,nd,0.5343,nd,0.4797,nd,nd,nd,81.6847,nd,nd,0.3343,nd,nd,nd,nd,nd,nd,nd,0.2957,5.0667,nd,pXRF,High,
268,SEALIP/TH/BC/51,500-200 BC,Iron Age,Ban Chiang,BC,103.241775,17.404531,cemetery/settlement,Udon Thani Province,Chi/Mun river basin,103.0502,16.2018,Thailand,Blade,nd,nd,12.0973,nd,nd,nd,nd,nd,nd,nd,nd,1.0857,nd,nd,nd,nd,nd,83.6837,nd,0.0057,nd,nd,nd,nd,nd,nd,nd,nd,nd,3.0900,nd,pXRF,High,
269,SEALIP/TH/BC/52,500 BC - AD 300,Iron Age,Ban Chiang,BC,103.241775,17.404531,cemetery/settlement,Udon Thani Province,Chi/Mun river basin,103.0502,16.2018,Thailand,Wire,nd,0.0897,2.3207,0.0270,nd,0.2297,nd,nd,nd,0.0063,0.7237,0.0640,0.0253,3.5220,nd,nd,nd,91.8117,0.0350,nd,0.0240,nd,0.0423,0.0810,0.2340,nd,0.2450,nd,0.0167,0.4530,nd,pXRF,Low,
270,SEALIP/TH/BC/53,500 BC - AD 300,Iron Age,Ban Chiang,BC,103.241775,17.404531,cemetery/settlement,Udon Thani Province,Chi/Mun river basin,103.0502,16.2018,Thailand,Bangle,nd,nd,12.4543,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,0.0920,nd,nd,nd,81.0493,nd,nd,0.1907,nd,nd,nd,nd,nd,0.3450,nd,0.1377,5.7213,nd,pXRF,Medium,
271,SEALIP/TH/BC/54,500-200 BC,Iron Age,Ban Chiang,BC,103.241775,17.404531,cemetery/settlement,Udon Thani Province,Chi/Mun river basin,103.0502,16.2018,Thailand,Bangle,nd,nd,8.6580,nd,nd,nd,nd,nd,nd,nd,nd,0.1430,nd,0.0450,nd,nd,nd,88.3010,nd,nd,0.0327,nd,nd,nd,0.0840,nd,1.0940,nd,0.0450,1.2510,nd,pXRF,Low,
272,SEALIP/TH/BC/55,500-200 BC,Iron Age,Ban Chiang,BC,103.241775,17.404531,cemetery/settlement,Udon Thani Province,Chi/Mun river basin,103.0502,16.2018,Thailand,Bangle,nd,nd,12.0193,nd,nd,nd,nd,0.0807,0.0700,0.0540,nd,nd,nd,0.1277,nd,nd,nd,76.9773,2.3600,0.3213,nd,nd,0.1117,nd,nd,2.3000,0.2670,nd,0.1983,4.9817,nd,pXRF,Medium,
273,SEALIP/TH/BC/56,500-200 BC,Iron Age,Ban Chiang,BC,103.241775,17.404531,cemetery/settlement,Udon Thani Province,Chi/Mun river basin,103.0502,16.2018,Thailand,Bangle,nd,0.0517,8.4587,nd,nd,nd,nd,nd,nd,nd,0.0000,0.4390,nd,0.1317,nd,nd,nd,89.0623,nd,nd,0.0267,nd,nd,nd,0.0480,nd,nd,nd,0.3297,1.4217,nd,pXRF,Medium,
274,SEALIP/TH/BC/57,500-200 BC,Iron Age,Ban Chiang,BC,103.241775,17.404531,cemetery/settlement,Udon Thani Province,Chi/Mun river basin,103.0502,16.2018,Thailand,Wire,nd,0.0057,9.6760,nd,nd,nd,nd,nd,nd,nd,0.0980,0.0050,nd,0.3910,nd,nd,nd,86.7947,0.0290,nd,0.0400,nd,nd,nd,0.1053,nd,0.1610,nd,0.0250,2.6133,nd,pXRF,Low,
275,SEALIP/TH/BC/58,1100-800 BC,Bronze Age,Ban Chiang,BC,103.241775,17.404531,cemetery/settlement,Udon Thani Province,Chi/Mun river basin,103.0502,16.2018,Thailand,Bangle,nd,nd,13.9303,0.0060,nd,nd,nd,nd,nd,0.0070,0.0900,0.0223,nd,0.1833,0.0077,nd,nd,75.9830,nd,nd,0.0447,nd,nd,nd,0.1590,3.3600,0.5117,nd,nd,5.6660,nd,pXRF,Low,
276,SEALIP/TH/BC/59,800-500 BC,Bronze Age,Ban Chiang,BC,103.241775,17.404531,cemetery/settlement,Udon Thani Province,Chi/Mun river basin,103.0502,16.2018,Thailand,Wire,nd,nd,5.2783,nd,nd,nd,nd,nd,nd,0.0163,0.0117,nd,nd,0.1043,nd,nd,nd,60.6303,nd,nd,0.1290,nd,nd,nd,nd,7.4277,0.2100,nd,0.0630,26.1083,nd,pXRF,High,
277,SEALIP/TH/BC/60,800-500 BC,Bronze Age,Ban Chiang,BC,103.241775,17.404531,cemetery/settlement,Udon Thani Province,Chi/Mun river basin,103.0502,16.2018,Thailand,Point,nd,0.7470,13.8457,nd,nd,nd,nd,nd,nd,nd,0.0247,nd,nd,0.1807,nd,nd,nd,83.3033,nd,nd,0.0450,nd,nd,nd,0.1370,0.0000,0.2177,nd,nd,1.4777,nd,pXRF,High,
278,SEALIP/TH/BC/61,1100-200 BC,Bronze Age/Iron Age,Ban Chiang,BC,103.241775,17.404531,cemetery/settlement,Udon Thani Province,Chi/Mun river basin,103.0502,16.2018,Thailand,Bangle,nd,nd,6.6387,nd,nd,nd,nd,0.0367,0.0393,0.0587,nd,19.9360,nd,nd,nd,nd,nd,47.4560,nd,0.2470,0.7443,nd,nd,nd,nd,5.0763,nd,nd,nd,19.7623,nd,pXRF,High,
279,SEALIP/TH/BC/62,1100-200 BC,Bronze Age/Iron Age,Ban Chiang,BC,103.241775,17.404531,cemetery/settlement,Udon Thani Province,Chi/Mun river basin,103.0502,16.2018,Thailand,Bangle,nd,nd,11.3290,nd,nd,nd,nd,0.0400,0.0310,0.0377,nd,21.6993,nd,nd,nd,nd,nd,63.7903,nd,nd,0.0510,nd,nd,nd,nd,0.5980,nd,nd,nd,1.9757,nd,pXRF,High,
280,SEALIP/TH/BC/63,800-500 BC,Bronze Age,Ban Chiang,BC,103.241775,17.404531,cemetery/settlement,Udon Thani Province,Chi/Mun river basin,103.0502,16.2018,Thailand,Bangle,nd,0.0087,11.7327,nd,nd,nd,nd,nd,nd,0.0070,0.5003,0.7733,nd,1.0190,nd,nd,nd,75.3773,nd,nd,0.0447,nd,nd,nd,nd,1.8413,nd,nd,nd,8.6733,nd,pXRF,High,
281,SEALIP/TH/BC/64,500-200 BC,Iron Age,Ban Chiang,BC,103.241775,17.404531,cemetery/settlement,Udon Thani Province,Chi/Mun river basin,103.0502,16.2018,Thailand,Fragment,nd,0.4210,7.8147,nd,nd,nd,nd,nd,nd,0.0047,0.0050,1.2840,nd,0.0720,nd,nd,nd,75.4107,0.0950,0.0373,0.8503,nd,nd,nd,0.1390,2.6633,nd,nd,nd,11.1767,nd,pXRF,High,
282,SEALIP/TH/BC/65,500-200 BC,Iron Age,Ban Chiang,BC,103.241775,17.404531,cemetery/settlement,Udon Thani Province,Chi/Mun river basin,103.0502,16.2018,Thailand,Fragment,nd,0.0617,13.6210,nd,nd,nd,nd,nd,nd,0.0107,nd,1.4707,nd,nd,nd,nd,nd,70.1700,nd,nd,0.1090,nd,nd,nd,0.1630,4.7937,nd,nd,nd,9.5870,nd,pXRF,Medium,
283,SEALIP/TH/BC/66,500-200 BC,Iron Age,Ban Chiang,BC,103.241775,17.404531,cemetery/settlement,Udon Thani Province,Chi/Mun river basin,103.0502,16.2018,Thailand,Fragment,nd,0.6427,11.8203,nd,nd,nd,nd,nd,nd,nd,nd,0.6687,nd,0.3587,nd,nd,nd,81.7880,0.1307,nd,0.0143,nd,nd,nd,nd,nd,nd,nd,0.0663,4.4863,nd,pXRF,Low,
284,SEALIP/TH/BC/67,1000-900 BC,Bronze Age,Ban Chiang,BC,103.241775,17.404531,cemetery/settlement,Udon Thani Province,Chi/Mun river basin,103.0502,16.2018,Thailand,Fragment,nd,0.0057,14.9850,0.0247,nd,nd,nd,nd,nd,nd,0.0813,0.0260,nd,0.0497,nd,nd,nd,73.4673,nd,nd,0.1680,0.1337,nd,nd,nd,1.1093,0.1460,nd,0.1637,9.5613,nd,pXRF,High,
285,SEALIP/TH/BDTP/1,400 - 300 BC,Iron Age,Ban Don Tha Phet,BDTP,99.670869,14.195100,cemetery,Kanchanaburi Province,Tha Chin river basin,103.0502,16.2018,Thailand,Bowl,nd,0.2828,31.8951,nd,nd,0.2658,nd,nd,nd,nd,nd,4.3501,0.0126,nd,nd,nd,nd,63.1217,0.0379,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,Mannheim EDXRF,Low,
286,SEALIP/TH/BDTP/2,400 - 300 BC,Iron Age,Ban Don Tha Phet,BDTP,99.670869,14.195100,cemetery,Kanchanaburi Province,Tha Chin river basin,103.0502,16.2018,Thailand,Bowl,nd,0.0150,28.8435,nd,nd,0.1022,nd,nd,nd,nd,0.0347,0.3411,0.0069,nd,0.0377,nd,nd,70.5847,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,Mannheim EDXRF,Low,
287,SEALIP/TH/BDTP/3,400 - 300 BC,Iron Age,Ban Don Tha Phet,BDTP,99.670869,14.195100,cemetery,Kanchanaburi Province,Tha Chin river basin,103.0502,16.2018,Thailand,Bowl,nd,0.0218,25.6045,nd,nd,0.1925,nd,nd,nd,nd,nd,0.0209,0.0150,nd,0.0825,nd,nd,73.9899,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,Mannheim EDXRF,Low,
